id,price
15035,542666.6666666666
15036,433562.962962963
15037,1579888.888888889
15038,278938.8888888889
15039,314868.3333333333
15040,325348.037037037
15041,542125.925925926
15042,698062.8148148148
15043,310761.1111111111
15044,292604.9259259259
15045,663646.2962962963
15046,237625.92592592593
15047,542407.4074074074
15048,448944.81481481483
15049,1340175.9259259258
15050,228983.33333333334
15051,496307.4074074074
15052,429482.0
15053,952777.7777777778
15054,418479.6296296296
15055,463540.74074074073
15056,679722.2222222222
15057,995374.2962962963
15058,367084.86419753084
15059,507370.3703703704
15060,464356.48148148146
15061,458885.18518518517
15062,595365.3333333334
15063,281756.61375661375
15064,682025.925925926
15065,632056.2962962963
15066,359518.51851851854
15067,564942.6666666666
15068,1118037.037037037
15069,364462.962962963
15070,565594.4444444445
15071,438057.4074074074
15072,493500.0
15073,413592.5925925926
15074,285596.77777777775
15075,752753.7037037037
15076,1027000.0
15077,409685.18518518517
15078,262770.3703703704
15079,849029.5555555555
15080,493253.1111111111
15081,468592.5925925926
15082,762337.4074074074
15083,297566.6666666667
15084,528311.1111111111
15085,981055.5555555555
15086,517644.44444444444
15087,449635.18518518517
15088,477719.77777777775
15089,194670.37037037036
15090,400240.74074074073
15091,316909.22222222225
15092,335561.1111111111
15093,447229.6296296296
15094,266001.85185185185
15095,267164.4074074074
15096,461101.85185185185
15097,756367.2962962963
15098,506074.44444444444
15099,218377.77777777778
15100,645620.3703703703
15101,198879.62962962964
15102,506902.22222222225
15103,752557.1851851852
15104,454796.3703703704
15105,334912.9259259259
15106,554222.2222222222
15107,470198.14814814815
15108,390165.9259259259
15109,429824.0740740741
15110,262442.44444444444
15111,495864.81481481483
15112,358850.0
15113,339009.55555555556
15114,209933.92592592593
15115,491652.2962962963
15116,393198.14814814815
15117,401977.77777777775
15118,411333.3333333333
15119,807987.0370370371
15120,441496.2962962963
15121,256311.11111111112
15122,298516.6666666667
15123,769881.4814814815
15124,413694.44444444444
15125,546725.8888888889
15126,423857.4074074074
15127,799386.2962962963
15128,494796.2962962963
15129,246955.55555555556
15130,256951.85185185185
15131,248833.33333333334
15132,695322.2222222222
15133,1136851.851851852
15134,502479.6296296296
15135,700812.7777777778
15136,264566.6666666667
15137,602181.0370370371
15138,308838.8888888889
15139,458481.48148148146
15140,554495.4814814815
15141,350503.7037037037
15142,490543.7037037037
15143,509925.9259259259
15144,576518.5185185185
15145,498570.3703703704
15146,523829.6296296296
15147,322188.8888888889
15148,321285.18518518517
15149,471548.14814814815
15150,386148.14814814815
15151,419814.81481481483
15152,280593.51851851854
15153,402277.77777777775
15154,1117288.888888889
15155,209568.5185185185
15156,401364.44444444444
15157,442262.81481481483
15158,378907.4074074074
15159,301862.962962963
15160,650879.6296296297
15161,832545.1111111111
15162,455253.25925925927
15163,400948.14814814815
15164,452235.18518518517
15165,648508.3333333334
15166,964200.0
15167,593710.3703703703
15168,731097.2222222222
15169,780849.1111111111
15170,169198.14814814815
15171,535478.1481481482
15172,266416.77777777775
15173,570298.1481481482
15174,216962.96296296295
15175,252695.0
15176,522222.22222222225
15177,322444.44444444444
15178,498842.5925925926
15179,972622.2222222222
15180,683792.5925925926
15181,258201.85185185185
15182,704807.4074074074
15183,361146.6296296296
15184,470113.14814814815
15185,419825.9259259259
15186,1166299.5555555555
15187,444361.1111111111
15188,419420.6666666667
15189,400077.9259259259
15190,640998.1481481482
15191,233440.74074074073
15192,457890.81481481483
15193,511437.037037037
15194,307610.81481481483
15195,279388.8888888889
15196,611785.1851851852
15197,443888.8888888889
15198,308351.6666666667
15199,416570.3703703704
15200,267122.22222222225
15201,729635.1851851852
15202,443251.85185185185
15203,216182.40740740742
15204,242259.25925925927
15205,420072.22222222225
15206,1874551.4074074074
15207,304189.3703703704
15208,338788.8888888889
15209,310566.0
15210,361088.8888888889
15211,338831.48148148146
15212,648620.5555555555
15213,541503.7037037037
15214,391366.6666666667
15215,431910.55555555556
15216,403309.25925925927
15217,248662.96296296295
15218,564014.8148148148
15219,357259.25925925927
15220,371711.1111111111
15221,731740.7407407408
15222,278061.1111111111
15223,476307.4074074074
15224,575112.9629629629
15225,399309.25925925927
15226,215919.25925925927
15227,491344.44444444444
15228,569240.7407407408
15229,643550.0
15230,468498.14814814815
15231,339092.5925925926
15232,439814.81481481483
15233,591218.5185185185
15234,1463967.7777777778
15235,373187.4074074074
15236,404072.22222222225
15237,289465.5925925926
15238,559235.1851851852
15239,622718.5185185185
15240,441132.6666666667
15241,385746.2962962963
15242,581944.4444444445
15243,321868.81481481483
15244,633009.3333333334
15245,516540.74074074073
15246,623851.8518518518
15247,403237.0
15248,679362.1481481482
15249,321138.8888888889
15250,1722663.7037037036
15251,485233.3333333333
15252,608179.6296296297
15253,432720.3703703704
15254,404352.962962963
15255,350703.6296296296
15256,318862.8888888889
15257,378084.25925925927
15258,468579.6296296296
15259,211729.33333333334
15260,528870.3703703703
15261,261361.11111111112
15262,465907.4074074074
15263,475442.5925925926
15264,533622.2222222222
15265,467307.4074074074
15266,411511.74074074073
15267,452331.8888888889
15268,430666.6666666667
15269,451314.81481481483
15270,875962.9629629629
15271,1100462.962962963
15272,299359.25925925927
15273,229629.62962962964
15274,619106.5925925926
15275,384751.85185185185
15276,381842.5925925926
15277,307272.22222222225
15278,1493648.148148148
15279,308925.74074074073
15280,420137.037037037
15281,1220162.962962963
15282,331462.962962963
15283,262688.8888888889
15284,820533.3333333334
15285,894392.5925925926
15286,474648.14814814815
15287,721766.6666666666
15288,620185.1851851852
15289,753424.074074074
15290,343667.6296296296
15291,412385.18518518517
15292,426595.9259259259
15293,465222.22222222225
15294,764681.4814814815
15295,527065.8518518518
15296,197342.59259259258
15297,198616.66666666666
15298,1108459.3703703703
15299,435134.6296296296
15300,300585.18518518517
15301,352804.25925925927
15302,259350.59259259258
15303,452018.51851851854
15304,784873.7407407408
15305,264109.25925925927
15306,520233.3333333333
15307,588329.6296296297
15308,576611.1111111111
15309,314483.3333333333
15310,433603.7037037037
15311,581370.3703703703
15312,436866.8888888889
15313,1623177.7777777778
15314,367270.3703703704
15315,1278333.3333333333
15316,401794.44444444444
15317,457222.22222222225
15318,582202.2222222222
15319,1588722.2222222222
15320,617522.2222222222
15321,272551.85185185185
15322,705305.5555555555
15323,265183.7037037037
15324,502290.74074074073
15325,354503.9259259259
15326,524201.85185185185
15327,272610.9259259259
15328,608403.7037037037
15329,533287.0370370371
15330,779856.7407407408
15331,429296.14814814815
15332,679321.0370370371
15333,489938.22222222225
15334,304657.22222222225
15335,527166.6666666666
15336,334786.5925925926
15337,197350.0
15338,585679.6296296297
15339,379090.74074074073
15340,285277.55555555556
15341,366798.14814814815
15342,224996.2962962963
15343,236388.03703703705
15344,698979.6296296297
15345,236675.66666666666
15346,488792.5925925926
15347,433218.51851851854
15348,1422405.5555555555
15349,279255.3333333333
15350,378763.14814814815
15351,467325.9259259259
15352,1598231.851851852
15353,305518.51851851854
15354,429370.3703703704
15355,602792.5925925926
15356,695062.9629629629
15357,744933.3333333334
15358,1068851.111111111
15359,465270.3703703704
15360,423546.2962962963
15361,267729.6296296296
15362,541885.1851851852
15363,501337.037037037
15364,414535.18518518517
15365,435900.0
15366,571663.2962962963
15367,702753.7037037037
15368,458781.48148148146
15369,466214.81481481483
15370,576881.4814814815
15371,316305.25925925927
15372,218335.1851851852
15373,387483.3333333333
15374,411238.8888888889
15375,1119175.9259259258
15376,417189.6296296296
15377,453282.0
15378,607111.1111111111
15379,294746.2962962963
15380,463019.81481481483
15381,662669.1851851852
15382,597353.3333333334
15383,941277.7777777778
15384,328629.6296296296
15385,1413000.0
15386,512901.85185185185
15387,1097481.4814814816
15388,359603.7037037037
15389,436075.9259259259
15390,546785.0
15391,294536.0740740741
15392,279105.55555555556
15393,343711.1111111111
15394,388955.3703703704
15395,213000.0
15396,338770.3703703704
15397,488724.0740740741
15398,237640.74074074073
15399,521674.0740740741
15400,802568.1481481482
15401,377166.6666666667
15402,835492.5925925926
15403,262916.6666666667
15404,848429.6296296297
15405,391392.77777777775
15406,1243833.3333333333
15407,357111.1111111111
15408,526000.0
15409,747631.9629629629
15410,450022.22222222225
15411,1047820.6296296297
15412,280888.8888888889
15413,233781.11111111112
15414,307537.037037037
15415,542927.4074074074
